event_date,event_type,scope,severity,expected_channel,note,source
2023-12-23,gold_price_up,domestic_vietnam,high,premium_spike,Giá vàng hôm nay 23/12/2023: Vàng tăng “chóng mặt” cao chưa từng có - Báo Công Thương,google_news_rss:unknown
2023-12-24,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng hôm nay 24/12/2023: Vàng trong nước sát... - Báo Lâm Đồng,google_news_rss:unknown
2023-12-24,news_other,global,low,unknown,"Vàng là kênh đầu tư tốt nhất năm 2023, năm 2024 sẽ ra sao? - Tin nhanh chứng khoán",google_news_rss:unknown
2023-12-25,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Giá vàng hôm nay 25/12/2023 tăng phi mã, phá mọi kỷ lục lên 78,4 triệu đồng - Báo VietNamNet",google_news_rss:unknown
2023-12-26,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Giá vàng năm 2023 nhảy múa điên cuồng, tăng đến 12,8 triệu đồng/lượng - Laodong.vn",google_news_rss:unknown
2023-12-27,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Giá vàng hôm nay 27/12/2023: Vàng Đắk Nông tiến sát 80 triệu, vàng SJC... - Báo Lâm Đồng",google_news_rss:unknown
2023-12-28,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Giá vàng hôm nay 28/12/2023: Giá vàng SJC thất thường, xu hướng đi lên có thể tiếp tục với cường độ mạnh hơn - Báo Thế giới và Việt Nam",google_news_rss:unknown
2023-12-30,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Năm 2023 – Một năm đầy biến động của giá vàng - diendandoanhnghiep.vn,google_news_rss:unknown
2023-12-31,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Giá vàng hôm nay 31.12.2023: Kết năm, người mua vàng lãi hay lỗ? - Báo Thanh Niên",google_news_rss:unknown
2024-01-01,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng hôm nay (1-1): Vàng trong nước tăng 7 triệu đồng trong năm 2023 - Báo Quân đội nhân dân,google_news_rss:unknown
2024-01-01,news_other,global,low,unknown,"Mua vàng cất két, một năm lời 7 triệu đồng/lượng - Báo VietNamNet",google_news_rss:unknown
2024-01-02,gold_price_down,domestic_vietnam,medium,premium_drop,Giá vàng hôm nay 2.1.2024: Vàng miếng SJC tiếp tục giảm - Báo Thanh Niên,google_news_rss:unknown
2024-01-02,news_other,global,low,unknown,"Đầu tư vàng nhẫn lãi đậm trong năm 2023, chỉ xếp sau cổ phiếu - Laodong.vn",google_news_rss:unknown
2024-01-03,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng hôm nay 3/1/2024: Tăng vọt hơn 1 triệu đồng/lượng - Báo Lâm Đồng,google_news_rss:unknown
2024-01-06,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng hôm nay 6/1/2024: Vàng “chững giá” nhưng vẫn ở mức cao - Báo Lâm Đồng,google_news_rss:unknown
2024-01-10,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng hôm nay 10/1/2024: Thị trường hồi phục - Báo Lâm Đồng,google_news_rss:unknown
2024-01-15,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng hôm nay 15/1/2024: Đạt đỉnh đầu năm 2024 - Báo Lâm Đồng,google_news_rss:unknown
2024-01-18,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng hôm nay 18/1/2024: Lại quay đầu giảm giá - Báo Lâm Đồng,google_news_rss:unknown
2024-01-20,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng hôm nay 20/1/2024: Vàng trong nước tăng mạnh lên sát mức đỉnh... - Báo Lâm Đồng,google_news_rss:unknown
2024-01-24,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Giá vàng hôm nay 24.1.2024: Vàng nhẫn thấp hơn vàng miếng 12,6 triệu đồng/lượng - Báo Thanh Niên",google_news_rss:unknown
2024-01-24,gold_price_up,domestic_vietnam,high,premium_spike,"Giá vàng tăng kỷ lục trong năm 2023, sẽ tiếp tục đi lên trong năm mới? - VnBusiness",google_news_rss:unknown
2024-01-26,geopolitical,global,high,safe_haven_buy,Gold prices remain on an upward trend; gold bullion isn't necessarily the only option; has investing in gold ever been stronger? - Vietnam.vn,google_news_rss:unknown
2024-01-27,tet_proximity,domestic_vietnam,low,premium_spike,Tết proximity (Tết 2024: 2024-02-10),
2024-01-27,news_other,global,low,unknown,Nhựa Bình Minh tiếp tục “đẻ trứng vàng” cho người Thái - m.nhipcaudautu.vn,google_news_rss:unknown
2024-01-28,tet_proximity,domestic_vietnam,low,premium_spike,Tết proximity (Tết 2024: 2024-02-10),
2024-01-29,tet_proximity,domestic_vietnam,low,premium_spike,Tết proximity (Tết 2024: 2024-02-10),
2024-01-30,tet_proximity,domestic_vietnam,low,premium_spike,Tết proximity (Tết 2024: 2024-02-10),
2024-01-31,tet_proximity,domestic_vietnam,low,premium_spike,Tết proximity (Tết 2024: 2024-02-10),
2024-01-31,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng hôm nay 31/1/2024: Tăng phi mã - Báo Lâm Đồng,google_news_rss:unknown
2024-02-01,tet_proximity,domestic_vietnam,medium,premium_spike,Tết proximity (Tết 2024: 2024-02-10),
2024-02-01,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Giá vàng hôm nay 1/2/2024: Tăng sốc, lập đỉnh 78 triệu đồng/lượng - Báo Lâm Đồng",google_news_rss:unknown
2024-02-02,tet_proximity,domestic_vietnam,medium,premium_spike,Tết proximity (Tết 2024: 2024-02-10),
2024-02-02,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Giá vàng hôm nay 2.2.2024: Thế giới lên 61 triệu đồng, SJC bán ra 78,5 triệu - Báo Thanh Niên",google_news_rss:unknown
2024-02-03,tet_proximity,domestic_vietnam,medium,premium_spike,Tết proximity (Tết 2024: 2024-02-10),
2024-02-04,tet_proximity,domestic_vietnam,medium,premium_spike,Tết proximity (Tết 2024: 2024-02-10),
2024-02-05,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2024: 2024-02-10),
2024-02-05,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng hôm nay 5/2/2024: Vàng thế giới tiếp tục giảm mạnh - Báo Lâm Đồng,google_news_rss:unknown
2024-02-06,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2024: 2024-02-10),
2024-02-07,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2024: 2024-02-10),
2024-02-07,gold_price_up,domestic_vietnam,medium,premium_spike,Giá vàng hôm nay 7.2.2024: Vàng miếng SJC tăng cao kỷ lục - Báo Thanh Niên,google_news_rss:unknown
2024-02-08,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2024: 2024-02-10),
2024-02-08,seasonal_tet,domestic_vietnam,low,seasonal_demand,Giá vàng hôm nay 8.2.2024: Neo sát 79 triệu đồng trước kỳ nghỉ Tết Giáp Thìn 2024 - Báo Thanh Niên,google_news_rss:unknown
2024-02-09,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2024: 2024-02-10),
2024-02-10,tet_proximity,domestic_vietnam,high,premium_spike,Tết proximity (Tết 2024: 2024-02-10),
2024-02-14,than_tai,domestic_vietnam,high,premium_spike,Thần Tài day (ngày vía Thần Tài) - peak gold shopping 2024,
2024-02-17,gold_price_down,domestic_vietnam,high,premium_drop,Giá vàng hôm nay 17/2/2024: Giá vàng giảm mạnh trước ngày Vía Thần Tài - Báo Lâm Đồng,google_news_rss:unknown
2024-02-19,gold_price_down,domestic_vietnam,high,premium_drop,"Ngày vía Thần Tài 2024, giá vàng giảm cực mạnh chiều mua, chiều bán ra chỉ giảm nhẹ - Báo Lâm Đồng",google_news_rss:unknown
2024-02-20,gold_price_down,domestic_vietnam,high,premium_drop,Giá vàng hôm nay 20/2/2024: Giá vàng giảm sâu ngay sau ngày vía Thần Tài - Báo Lâm Đồng,google_news_rss:unknown
2024-02-26,news_other,global,low,unknown,Mỹ có trữ lượng vàng lớn nhất thế giới với 8.133 tấn - m.nhipcaudautu.vn,google_news_rss:unknown
2024-02-28,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng hôm nay 28/2/2024: Chênh lệch giữa giá vàng trong nước và thế... - Báo Lâm Đồng,google_news_rss:unknown
2024-03-15,policy_auction,domestic_vietnam,high,premium_spike,NHNN restarts gold auctions after 10+ year hiatus to narrow domestic premium,
2024-03-28,gold_price_up,domestic_vietnam,medium,premium_spike,Bảng giá vàng hôm nay 28/3/2024: Vàng SJC tăng gần... - Báo Lâm Đồng,google_news_rss:unknown
2024-04-03,policy_import,domestic_vietnam,medium,safe_haven_buy,Industry calls for eased import restrictions to increase gold liquidity,
2024-04-15,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2024 (Apr),
2024-04-15,sbv_policy,domestic_vietnam,high,policy_auction,Ngân hàng Nhà nước chuẩn bị đấu thầu vàng miếng - Đài Phát thanh và Truyền hình TP.HCM,google_news_rss:unknown
2024-04-15,geopolitical,global,high,safe_haven_buy,"Vụ Iran tấn công Israel: Thị trường rung lắc, giá vàng - dầu liên tục biến động - Báo Tuổi Trẻ",google_news_rss:unknown
2024-04-16,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2024 (Apr),
2024-04-16,sbv_policy,domestic_vietnam,high,policy_auction,Ngân hàng Nhà nước chuẩn bị ĐẤU THẦU VÀNG MIẾNG sau 11 năm - xaydungchinhsach.chinhphu.vn,google_news_rss:unknown
2024-04-16,gold_price_down,domestic_vietnam,medium,premium_drop,Thị trường vàng miếng SJC rơi tự do? - Tuổi Trẻ,google_news_rss:unknown
2024-04-16,news_other,global,low,unknown,Mua bán vàng phải có hóa đơn điện tử - baodautu,google_news_rss:unknown
2024-04-17,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2024 (Apr),
2024-04-17,sbv_policy,domestic_vietnam,high,policy_auction,Nhìn lại những phiên đấu thầu vàng trước đây của Ngân hàng Nhà nước - Laodong.vn,google_news_rss:unknown
2024-04-18,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2024 (Apr),
2024-04-18,sbv_policy,domestic_vietnam,high,policy_auction,Ngân hàng Nhà nước sẽ tổ chức đấu thầu vàng vào ngày 22-4 - Tuổi Trẻ,google_news_rss:unknown
2024-04-19,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2024 (Apr),
2024-04-19,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Ngân hàng Nhà nước đấu thầu vàng miếng SJC trong tuần tới - Báo Quân đội nhân dân,google_news_rss:unknown
2024-04-19,sbv_policy,domestic_vietnam,high,policy_auction,Sẽ đấu thầu vàng miếng vào thứ 2 tuần tới - Tuổi Trẻ,google_news_rss:unknown
2024-04-19,news_other,global,low,unknown,Kế hoạch chi tiết đấu thầu gần 17.000 lượng vàng SJC trong vài ngày tới - Tuổi Trẻ,google_news_rss:unknown
2024-04-20,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2024 (Apr),
2024-04-20,sbv_policy,domestic_vietnam,high,policy_auction,Ngân hàng Nhà nước tổ chức đấu thầu vàng miếng vào ngày 22/4 - Tạp chí Điện tử Luật sư Việt Nam,google_news_rss:unknown
2024-04-21,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2024 (Apr),
2024-04-21,sbv_policy,domestic_vietnam,high,policy_auction,NHNN bán ngoại tệ can thiệp thị trường; Chuyên gia lên tiếng về đấu thầu vàng miếng - baodautu,google_news_rss:unknown
2024-04-21,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Ngân hàng Nhà nước hạ giá đấu thầu vàng miếng SJC - Tuổi Trẻ,google_news_rss:unknown
2024-04-21,gold_price_down,domestic_vietnam,high,premium_drop,"NHNN tung gần 17.000 lượng vàng SJC ra thị trường, giá vàng giảm mạnh? - Báo VietNamNet",google_news_rss:unknown
2024-04-22,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2024 (Apr),
2024-04-22,news_other,global,low,unknown,2 đơn vị trúng đấu thầu với khối lượng 3.400 lượng vàng - Tuổi Trẻ,google_news_rss:unknown
2024-04-23,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2024 (Apr),
2024-04-23,sbv_policy,domestic_vietnam,high,policy_auction,Phiên đấu thầu vàng kết thúc với 3.400 lượng vàng trúng thầu - thitruongtaichinhtiente.vn,google_news_rss:unknown
2024-04-23,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Ngày mai, ngân hàng tiếp tục đấu thầu gần 630 kg vàng miếng SJC - Tuổi Trẻ",google_news_rss:unknown
2024-04-23,news_other,global,low,unknown,Đấu thầu thành công 3.400 lượng vàng với giá hơn 81 triệu đồng - baochinhphu.vn,google_news_rss:unknown
2024-04-24,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2024 (Apr),
2024-04-24,sbv_policy,domestic_vietnam,high,policy_auction,Ngân hàng Nhà nước tiếp tục ĐẤU THẦU VÀNG MIẾNG - xaydungchinhsach.chinhphu.vn,google_news_rss:unknown
2024-04-25,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2024 (Apr),
2024-04-26,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2024 (Apr),
2024-04-26,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Giá vàng hôm nay 26/4/2024: Vàng nhẫn 9999 nối dài đà giảm chỉ còn 75,5... - Báo Lâm Đồng",google_news_rss:unknown
2024-04-27,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2024 (Apr),
2024-04-28,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2024 (Apr),
2024-04-28,sbv_policy,domestic_vietnam,high,policy_auction,"Đấu thầu thất bại, có thể Ngân hàng Nhà nước phải 'hy sinh' thị trường vàng? - Báo An Giang Online",google_news_rss:unknown
2024-04-29,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2024 (Apr),
2024-04-30,wedding_season,domestic_vietnam,medium,premium_spike,Wedding season spring window 2024 (Apr),
2024-05-01,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-02,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-03,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-03,gold_price_up,domestic_vietnam,high,premium_spike,"NHNN lại hủy phiên đấu thầu vàng miếng, giá vàng tăng mạnh - diendandoanhnghiep.vn",google_news_rss:unknown
2024-05-03,sbv_policy,domestic_vietnam,high,policy_auction,Ngân hàng Nhà nước tiếp tục đấu thầu 16.800 lượng vàng miếng - thitruongtaichinhtiente.vn,google_news_rss:unknown
2024-05-03,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Nghịch lý Ngân hàng Nhà nước bán vàng SJC giá rẻ không ai mua - Tuổi Trẻ,google_news_rss:unknown
2024-05-04,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-05,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-06,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-06,gold_price_move,domestic_vietnam,medium,safe_haven_buy,SJC gold price hits all-time high - vietnamnews.vn,google_news_rss:unknown
2024-05-07,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-07,sbv_policy,domestic_vietnam,high,policy_auction,Quá khó hiểu với cách đấu thầu vàng SJC của Ngân hàng Nhà nước - Tuổi Trẻ,google_news_rss:unknown
2024-05-07,news_other,global,low,unknown,Đấu thầu chỉ có lợi cho các 'đại gia' kinh doanh vàng - Tuổi Trẻ,google_news_rss:unknown
2024-05-08,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-09,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-10,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-11,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-12,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-12,sbv_policy,domestic_vietnam,high,policy_auction,"Sẽ đấu thầu vàng miếng với khối lượng, tần suất phù hợp cầu thị trường - diendandoanhnghiep.vn",google_news_rss:unknown
2024-05-13,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-13,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Vì sao giá vàng SJC sẽ luôn trên 90 triệu đồng/lượng? - Tuổi Trẻ,google_news_rss:unknown
2024-05-14,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-14,sbv_policy,domestic_vietnam,high,policy_auction,"Sáng nay 14-5, tiếp tục đấu thầu vàng, giá tham chiếu 88 triệu đồng/lượng - Tuổi Trẻ",google_news_rss:unknown
2024-05-14,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Xếp hàng rồng rắn: Mỗi người được mua 3 chỉ vàng nhẫn hoặc 1 lượng vàng miếng SJC - Báo Thanh Niên,google_news_rss:unknown
2024-05-15,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-15,sbv_policy,domestic_vietnam,high,policy_auction,"Ngân hàng Nhà nước tiếp tục đấu thầu vàng miếng, giá đặt cọc giảm - Tuổi Trẻ",google_news_rss:unknown
2024-05-16,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-16,sbv_policy,domestic_vietnam,high,policy_auction,Ngân hàng Nhà nước đấu thầu thành công lượng lớn vàng - Tuổi Trẻ,google_news_rss:unknown
2024-05-16,news_other,global,low,unknown,Đấu thầu thành công 12.300 lượng vàng - baochinhphu.vn,google_news_rss:unknown
2024-05-17,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-17,sbv_policy,domestic_vietnam,high,policy_auction,Ngân hàng Nhà nước chính thức thanh tra hoạt động kinh doanh vàng - Báo Đấu thầu,google_news_rss:unknown
2024-05-18,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-18,news_other,global,low,unknown,Vòng xoáy tăng giá của vàng SJC - Tuổi Trẻ,google_news_rss:unknown
2024-05-19,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-19,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng hôm nay 19.5.2024: Người mua ở đỉnh cao lỗ gần 5 triệu đồng - Báo Thanh Niên,google_news_rss:unknown
2024-05-20,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-20,sbv_policy,domestic_vietnam,high,policy_auction,Đấu thầu vàng miếng với giá tham chiếu giảm - baochinhphu.vn,google_news_rss:unknown
2024-05-20,gold_price_up,domestic_vietnam,high,premium_spike,Giá vàng trưa nay 20/5/2024: Giá vàng tăng thẳng đứng. - Báo Lâm Đồng,google_news_rss:unknown
2024-05-21,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-22,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-23,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-23,sbv_policy,domestic_vietnam,high,policy_auction,"Sáng nay 23/5, NHNN tiến hành đấu thầu vàng miếng lần 9 - VOV.VN",google_news_rss:unknown
2024-05-24,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-24,sbv_policy,domestic_vietnam,high,policy_auction,11 thành viên trúng đấu thầu vàng miếng ngày 23/5 - Tài sản công,google_news_rss:unknown
2024-05-25,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-25,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng hôm nay 25/5/2024: Giá vàng trong nước giảm liên tiếp. - Báo Lâm Đồng,google_news_rss:unknown
2024-05-26,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-26,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Đấu thầu vàng miếng SJC: Bao nhiêu tấn vàng đã được đưa ra thị trường? - Báo VietNamNet,google_news_rss:unknown
2024-05-26,sbv_policy,domestic_vietnam,high,policy_auction,Bình ổn thị trường vàng: Giải pháp của Ngân hàng Nhà nước là phù hợp - thitruongtaichinhtiente.vn,google_news_rss:unknown
2024-05-27,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-27,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Ngân hàng Nhà nước dừng đấu thầu vàng miếng SJC - Báo Đấu thầu,google_news_rss:unknown
2024-05-27,sbv_policy,domestic_vietnam,high,policy_auction,"Dừng đấu thầu vàng, NHNN triển khai phương án bình ổn mới - baochinhphu.vn",google_news_rss:unknown
2024-05-28,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-28,news_other,global,low,unknown,4 ngân hàng bán vàng trực tiếp đến người dân ra sao? - Tuổi Trẻ,google_news_rss:unknown
2024-05-28,sbv_policy,domestic_vietnam,high,policy_auction,"Sau khi dừng đấu thầu vàng, nên cho phép doanh nghiệp nhập khẩu vàng miếng - Tuổi Trẻ",google_news_rss:unknown
2024-05-28,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giải pháp nào thay thế đấu thầu vàng miếng SJC? - Tuổi Trẻ,google_news_rss:unknown
2024-05-29,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-29,sbv_policy,domestic_vietnam,high,policy_auction,"NHNN dừng đấu thầu, 4 ngân hàng thương mại trực tiếp bán vàng cho dân - VietnamFinance",google_news_rss:unknown
2024-05-29,news_other,global,low,unknown,HỌC HÀNH (03-10-2003) - Tuổi Trẻ,google_news_rss:unknown
2024-05-29,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng SJC sẽ giảm ổn định nếu làm điều này - Tuổi Trẻ,google_news_rss:unknown
2024-05-30,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-05-30,news_other,global,low,unknown,Ngân hàng trực tiếp bán vàng cho người dân - Tuổi Trẻ,google_news_rss:unknown
2024-05-31,wedding_season,domestic_vietnam,high,premium_spike,Wedding season spring window 2024 (May),
2024-06-01,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng hôm nay 1.6.2024: Mất thêm 2 triệu đồng ngay khi mở cửa thị trường - Báo Thanh Niên,google_news_rss:unknown
2024-06-02,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Ngân hàng bán vàng cho người dân: Hướng đến mục tiêu thu hẹp khoảng cách giá vàng trong nước và thế giới - Tạp chí Ngân hàng,google_news_rss:unknown
2024-06-03,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Giá bán vàng miếng SJC của Ngân hàng Nhà nước là 78,98 triệu đồng/lượng - Báo Thanh Niên",google_news_rss:unknown
2024-06-04,sbv_policy,domestic_vietnam,high,policy_auction,"Ngân hàng Nhà nước bổ sung quy trình mua, bán vàng miếng - Tạp chí Công Thương",google_news_rss:unknown
2024-06-04,news_other,global,low,unknown,Nhà đầu tư choáng váng vì thua lỗ do mua vàng lúc đạt đỉnh - Laodong.vn,google_news_rss:unknown
2024-06-04,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng trượt dốc dài sau khi 4 ngân hàng thương mại tham gia thị trường - Đài Phát thanh và Truyền hình TP.HCM,google_news_rss:unknown
2024-06-05,sbv_policy,domestic_vietnam,high,policy_auction,"Ngân hàng Nhà nước bán vàng 76,98 triệu đồng/lượng - Báo Thanh Niên",google_news_rss:unknown
2024-06-05,news_other,global,low,unknown,"Hôm nay 5.6, ngân hàng sẽ bán vàng miếng vào lúc nào? - Báo Thanh Niên",google_news_rss:unknown
2024-06-11,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Giá vàng hôm nay 11.6.2024: Vàng SJC bất động ngày thứ 3 liên tiếp, - Báo Thanh Niên",google_news_rss:unknown
2024-06-22,news_other,global,low,unknown,Giá xăng hôm nay ngày 22/6/2024: Dầu thế giới giảm gần 1% - Tuổi Trẻ,google_news_rss:unknown
2024-06-24,news_other,global,low,unknown,Livestreaming under scrutiny to increase tax management efficiency - vietnamnews.vn,google_news_rss:unknown
2024-07-03,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Gold ring prices are approaching SJC gold prices; experts explain the reasons for the market's stagnation. - Vietnam.vn,google_news_rss:unknown
2024-07-07,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Giá vàng hôm nay 7.7.2024: Vàng nhẫn tăng cả triệu đồng trong tuần - Báo Thanh Niên,google_news_rss:unknown
2024-07-16,news_other,global,low,unknown,Giành ngôi vương ngành trang sức - m.nhipcaudautu.vn,google_news_rss:unknown
2024-07-18,policy_import,domestic_vietnam,medium,safe_haven_buy,SBV imported additional gold to boost domestic supply,
2024-08-01,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Giá vàng đột ngột tăng sốc, lý do tại sao? - Laodong.vn",google_news_rss:unknown
2024-08-02,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"'Quyền lợi người giữ vàng miếng SJC không được đảm bảo, bị phân biệt đối xử' - Báo Thanh Niên",google_news_rss:unknown
2024-08-06,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"SJC thu mua lại vàng miếng một chữ, giá vàng thế giới dự báo tăng - Báo Thanh Niên",google_news_rss:unknown
2024-08-08,policy_rate_global,global,high,safe_haven_buy,Tại sao các ngân hàng trung ương mua vàng? - Tạp chí Ngân hàng,google_news_rss:unknown
2024-08-15,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2024 (Aug),
2024-08-16,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2024 (Aug),
2024-08-17,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2024 (Aug),
2024-08-18,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2024 (Aug),
2024-08-19,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2024 (Aug),
2024-08-20,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2024 (Aug),
2024-08-21,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2024 (Aug),
2024-08-21,sbv_policy,domestic_vietnam,high,policy_auction,"Ngân hàng Nhà nước bán vàng bình ổn: ‘Sóng vàng’ đã lặng, nhưng vẫn còn những chuyển động ‘sóng ngầm’ khác - Tuổi Trẻ",google_news_rss:unknown
2024-08-22,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2024 (Aug),
2024-08-23,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2024 (Aug),
2024-08-24,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2024 (Aug),
2024-08-25,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2024 (Aug),
2024-08-26,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2024 (Aug),
2024-08-27,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2024 (Aug),
2024-08-27,news_other,global,low,unknown,Đạo diễn Victor Vũ: “Những bộ phim thành công nhất của tôi đều là phim hợp tác với Galaxy” - m.nhipcaudautu.vn,google_news_rss:unknown
2024-08-28,wedding_season,domestic_vietnam,high,premium_spike,Wedding season autumn window 2024 (Aug),
