event_date,event_type,scope,severity,expected_channel,note,source_url,effective_from,effective_to,source,publisher,headline,body_text,query_used,relevance_score
2026-06-17,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Gold prices this afternoon, June 17, 2026: SJC gold price, 9999 gold ring price, and world gold price. - baonghean.vn",https://news.google.com/rss/articles/CBMirwFBVV95cUxQN0N1aDV1NmltMlYtZFBCQmhLTWZ1dUlQdE54YkpQOEJwZllZNWNaQnVYWTZTalVlN2o0d2VvbmltMzVMQjBHd1I3SzZSWnRWOTNkSWNZWnE3R2FlSmktYjdyU3dTY29xN0hlWlFFLVF1MGFfZ0ZmcVpfMGNLWTNPbTk1TEU0SFlCMllmWUprcExqOURMOUJxSnZFUExSMHptNHVNNEpJWFJ1TFNWMkhj?oc=5,2026-06-17,2026-06-17,google_news_rss:unknown,,"Gold prices this afternoon, June 17, 2026: SJC gold price, 9999 gold ring price, and world gold price. - baonghean.vn",,sjc official price,2
2026-06-18,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Giá vàng hôm nay 19/6: SJC, BTMC, DOJI, PNJ có giảm theo vàng thế giới? - Báo Lào Cai điện tử",https://news.google.com/rss/articles/CBMipAFBVV95cUxPMURrNXRFUEx0cHhESTRJMllwc05kTlRUZ3NmZ3ZFM2NSRmxjQ0xOeUFOVnNjT2FzZ2gyT3dPY1F6bXRIMzNCdFZvVXBjMHBraktlRHNWamp5UjNjNVE5T0pEVGszTmh6V1NFZ0N4TXVNelFnNkZGaHp2ME9yczNiQmRGVWJoWjgxVXgxOFRCc2VYMjA2VmZOWTVjaWhMUk11RFJHcQ?oc=5,2026-06-18,2026-06-18,google_news_rss:unknown,,"Giá vàng hôm nay 19/6: SJC, BTMC, DOJI, PNJ có giảm theo vàng thế giới? - Báo Lào Cai điện tử","Giá vàng hôm nay 19/6: SJC, BTMC, DOJI, PNJ có giảm theo vàng thế giới?
HÙNG NGUYỄN
Thứ Sáu, ngày 19/06/2026 - 05:05
Chia sẻ qua Twitter
In bài viết
Chia sẻ qua Email
Theo dõi Báo Lào Cai trên

Giá vàng thế giới sáng 19/6 giảm còn 4.209 USD/ounce, trong khi SJC trong nước vẫn giữ 148,8 - 151,3 triệu đồng/lượng. Nhà đầu tư nên thận trọng.

0:00
/
4:19

Nhiều người nghĩ vàng thế giới giảm thì giá vàng trong nước sẽ giảm ngay lập tức. Thực tế sáng 19/6/2026 cho thấy thị trường không đơn giản như vậ",giá vàng DOJI hôm nay,2
2026-06-18,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Cập nhật giá vàng hôm nay 18/6/2026: Giá vàng 9999, nhẫn trơn BTMC DOJI Phú Quý thứ Năm - Báo Lâm Đồng",https://news.google.com/rss/articles/CBMiuwFBVV95cUxQY29EWmt5bFFnQzVQSW5KdEN3aUFfc29Henh3YjdiVEJnd1h5UlRKanhBNkVsUVBMQ0pqNE5IeGJNSmF3U0V0d1Q3UTBJNlNYZ2hEZmd0ZFpSLWNoSlF6WjNsZmc3UURuQ3lfTmdBb3FLdFJicjJic1k4THdGWE5mWE5ZYUYxNUJoTlBiZ1VZX2VDc0dPU3ctNmQzcFNVOVdWcW52d2dGYVFobTNBRkNSLXpHS1NUX1plaWFF?oc=5,2026-06-18,2026-06-18,google_news_rss:unknown,,"Cập nhật giá vàng hôm nay 18/6/2026: Giá vàng 9999, nhẫn trơn BTMC DOJI Phú Quý thứ Năm - Báo Lâm Đồng","Cập nhật giá vàng hôm nay 18/6/2026: Giá vàng 9999, nhẫn trơn BTMC DOJI Phú Quý thứ Năm
Văn Khoa • 18/06/2026 20:50

Giá vàng hôm nay 18/6/2026 tăng mạnh sau 7 ngày, vàng miếng cao hơn hơn 16 triệu đồng/lượng, trong khi giá thế giới tụt khỏi mức 4.300 USD/ounce.

Cập nhật giá vàng hôm nay 18/6/2026: Vàng miếng, nhẫn trơn BTMC, BTMH, DOJI, Phú Quý và vàng thế giới

Cập nhật lúc 20h30 thứ Năm (18/6/2026), thị trường vàng miếng sau phiên giảm bất ngờ thì không ghi nhận diễn biến mới. So với phiên t",giá vàng phú quý,2
2026-06-18,sbv_policy,domestic_vietnam,high,policy_auction,"Phiên 18/6: NHNN hút ròng 4.000 tỷ đồng, lãi suất qua đêm neo mức 3,7% - nguoiquansat.vn",https://news.google.com/rss/articles/CBMipgFBVV95cUxNSkdmc2t2T3JSbmtENDB0X3ItcE54c3R2VkpGeVI2RVp1dXU5dHdfeUlmVU9rOVVza1pJaFdlMWYtRU1MaE5FZzRXMVhjVU5LTlNvUWVDVWxMSDE4cWtzTFJOYVF5RHNWSjBkRy1tVy13Z0NyaXN2R3JDSmROZlhiMXJuMWNLX1AzMlJ5QmMxUjZYMWNIV2t0dlhpNEs0Snd3RGNtN0NR?oc=5,2026-06-18,2026-06-18,google_news_rss:unknown,,"Phiên 18/6: NHNN hút ròng 4.000 tỷ đồng, lãi suất qua đêm neo mức 3,7% - nguoiquansat.vn","Chứng khoán
Bất động sản
Tài chính Ngân hàng
Doanh nghiệp
Thế giới
Thị trường
Vĩ mô
Đời sống
Dữ liệu
Trang chủ
Tài chính Ngân hàng
Phiên 18/6: NHNN hút ròng 4.000 tỷ đồng, lãi suất qua đêm neo mức 3,7%
Thùy Anh • 18/06/2026 - 17:10

Phiên 18/6, trên thị trường mở có 12.000 tỷ đồng đáo hạn.

Thị trường mở:

Phiên 18/6, trên kênh cầm cố, Ngân hàng Nhà nước (NHNN) chào thầu 3.000 tỷ đồng ở kỳ hạn 35 ngày; 5.000 tỷ đồng ở kỳ hạn 56 ngày. Tất cả 8.000 tỷ đồng đều trúng thầu. Toàn bộ khối lượng đều tr",NHNN ngân hàng nhà nước vàng đấu thầu,1
2026-06-18,policy_rate_global,global,high,safe_haven_buy,"Fed giữ nguyên lãi suất, giá vàng lập tức rơi thẳng đứng - Báo Dân trí",https://news.google.com/rss/articles/CBMirwFBVV95cUxOVk1tZXFpLVAzV0c3Ql9ZOFdFWXhuei0yYXh1MVM2VkZTZzRRQ3JoQVRqM0s4b3RPa2JnQ0pHY0FhSEo0OHY3aFc2UkNsMVZkZWZrUm9pYTZSNUE3cDFNc1A0ZGwwZHF1UUVxcU45YUZIX05RQ0Y2dDNVanVpSmpfejQwckRGdjBtaGstQ2tQalBBYllRYjN6cW5ac0trRDNfQ3E5OGY5UXdKWU5pM2w4?oc=5,2026-06-18,2026-06-18,google_news_rss:unknown,,"Fed giữ nguyên lãi suất, giá vàng lập tức rơi thẳng đứng - Báo Dân trí","Fed giữ nguyên lãi suất, giá vàng lập tức rơi thẳng đứng
Huỳnh Anh
(Dân trí) - Tuyên bố mới nhất về lãi suất của Fed đã khiến thị trường tài chính toàn cầu chao đảo, đẩy giá vàng rơi mạnh chỉ trong vài phút giao dịch.

Fed tiếp tục giữ nguyên lãi suất

Kết thúc cuộc họp kéo dài 2 ngày, Cục Dự trữ Liên bang Mỹ (Fed) vừa quyết định duy trì lãi suất tham chiếu ở mức 3,5-3,75%, đánh dấu lần thứ tư liên tiếp cơ quan này đứng ngoài cuộc chơi nới lỏng tiền tệ. Trước đó, Fed đã 3 lần cắt giảm lãi suất t",lãi suất Mỹ giảm vàng tăng,2
2026-06-18,policy_rate_global,global,high,safe_haven_buy,Giá vàng mất lợi thế khi thị trường đặt cược Fed tăng lãi suất - Laodong.vn,https://news.google.com/rss/articles/CBMirAFBVV95cUxPbUZNQ2hRLXdKX3YwVHdWWEVMRmZWREg2elZFZXVDU0x2dzk0Q2FrdWZXaXpqeWFWV2NNbVRCcHVyNVNsWUcwNm5HdlowbW1CUEhyNWdKYzNvX2pvWWE1VkVUWEZQN2lBbjM3d1FkbWItdjZuZTBUSjh1ZTEyOHktWG11ek9WX2VCZDVRdVY5eTRrd2FwSVBRZ3BqUHZYbGhpc0tZemRBeURQcGxp?oc=5,2026-06-18,2026-06-18,google_news_rss:unknown,,Giá vàng mất lợi thế khi thị trường đặt cược Fed tăng lãi suất - Laodong.vn,"KINH DOANH
Thị trường - Tiền tệ & Đầu tư - Doanh nghiệp - Doanh nhân
Giá vàng mất lợi thế khi thị trường đặt cược Fed tăng lãi suất
SONG ANH
  -  
Thứ năm, 18/06/2026 20:19 (GMT+7)

Giá vàng đang chịu áp lực khi thị trường gia tăng kỳ vọng Fed nâng lãi suất, dù giá dầu giảm giúp hạn chế đà suy yếu.

Giá vàng tiếp tục chịu áp lực khi thị trường nâng dự báo về khả năng Fed tăng lãi suất, bất chấp giá dầu hạ nhiệt sau thỏa thuận Mỹ - Iran.

Giá vàng tiếp tục chịu áp lực trong bối cảnh thị trường gi",lãi suất Mỹ giảm vàng tăng,2
2026-06-18,gold_price_down,domestic_vietnam,high,premium_drop,Giá vàng rơi mạnh sau khi Fed giữ nguyên lãi suất - Tuổi Trẻ,https://news.google.com/rss/articles/CBMilgFBVV95cUxNSDBodlRDZkcxTUxMVWZyYWhJeVJYTndmTnBuWE1tc0hkalNVNEw0ckNEUC1ESmRKTE82cXRKUVdhTHJvdWJqVWoySmNZS0VNMWdIOW91N3BHcFlUMHBxblMxTVdPTmlhUkdsdVpYUTBDay1TMUhMWWxieUhqajJIZ1VHbjlnQjNfM3JGZEJRTDlNYk5YZmc?oc=5,2026-06-18,2026-06-18,google_news_rss:unknown,,Giá vàng rơi mạnh sau khi Fed giữ nguyên lãi suất - Tuổi Trẻ,"Giá vàng thế giới giảm mạnh sau khi Fed giữ nguyên lãi suất nhưng phát tín hiệu ""diều hâu"" hơn - Ảnh chụp màn hình

Giá vàng trong nước cao hơn giá vàng thế giới 16 triệu đồng/lượng

Quy đổi theo tỉ giá niêm yết tại ngân hàng, giá vàng thế giới tương đương 135,3 triệu đồng/lượng.

Giá vàng thế giới bất ngờ giảm mạnh giữa đêm, vàng trong nước sáng nay ra sao?
ĐỌC NGAY

Tuy giá vàng thế giới giảm mạnh nhưng giá vàng miếng SJC hôm nay chỉ giảm 200.000 đồng/lượng, bán ra 151,3 triệu đồng/lượng, giá ",lãi suất Mỹ giảm vàng tăng,2
2026-06-18,gold_price_down,domestic_vietnam,high,premium_drop,Giá vàng lao dốc sau khi Fed phát tín hiệu tăng lãi suất - VnEconomy,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOeFJUakNfcVdvOFh2THFaRlhFeUN2NVB6czlVS3hweU1IaXE1UWI1MWtWZDZ1UXdYZ3RkUE9ESE10eVEzdjNtYnEzMDBXWkh2MUpjV0hqb1E1Q1RXVE9HMHpDTlpCeVk1QkFWNV90VjhvaFVDMjl0WnlXcUhrb1dBLXJrZTF4YmpS?oc=5,2026-06-18,2026-06-18,google_news_rss:unknown,,Giá vàng lao dốc sau khi Fed phát tín hiệu tăng lãi suất - VnEconomy,"Thứ Bảy, 11/07/2026
CHỨNG KHOÁN
TIÊU & DÙNG
XE
VNE TV
TECH CONNECT
ENGLISH ++
TIÊU ĐIỂM
ĐẦU TƯ
TÀI CHÍNH
KINH TẾ SỐ
KINH TẾ XANH
THỊ TRƯỜNG
DOANH NGHIỆP
BẤT ĐỘNG SẢN
THẾ GIỚI
DÂN SINH
THẾ GIỚI
Giá vàng lao dốc sau khi Fed phát tín hiệu tăng lãi suất
Đ
Điệp Vũ
07:02, 18/06/2026
Giá vàng thế giới giảm mạnh trong phiên giao dịch ngày thứ Tư (17/6), đảo ngược xu thế tăng của mấy phiên trước, sau khi Cục Dự trữ Liên bang Mỹ (Fed) phát tín hiệu có thể sẽ tăng lãi suất trong năm nay...
Ảnh minh họa - Ả",lãi suất Mỹ giảm vàng tăng,2
2026-06-18,policy_rate_global,global,high,safe_haven_buy,Vàng thế giới giảm mạnh sau cuộc họp của Fed - Fili.vn,https://news.google.com/rss/articles/CBMijAFBVV95cUxPVnRuQURxX1BVMURyakRfYVFfbkdrYmlhX2xpZkxQQmlhMVhka0x1Ry1PVTFyS1BIVHlNMGZkbHRoSlpmRWNveTExdldtTUNvZjJmZkkxdUcxUnFDcF83TWhPSGZQeGtzYzF2VEp3ZmF4MGNjQXJMVXBTek5Fb3g3TzF6aF9sT2JmaEFjNw?oc=5,2026-06-18,2026-06-18,google_news_rss:unknown,,Vàng thế giới giảm mạnh sau cuộc họp của Fed - Fili.vn,"Vàng thế giới giảm mạnh sau cuộc họp của Fed
                        
                            
                               Báo lỗi
                             18/06/2026 06:52
                        
                        
                        
                        
                            Vàng thế giới giảm mạnh sau cuộc họp của Fed
Giá vàng giảm mạnh trong phiên giao dịch ngày 17/06 sau khi nhà đầu tư đánh giá quyết định chính sách đầu tiên của Cục Dự trữ Liên bang Mỹ (Fed",Fed FOMC quyết định vàng,2
2026-06-18,gold_price_down,domestic_vietnam,high,premium_drop,Kevin Warsh khiến Bitcoin và vàng giảm giá trong buổi họp báo FOMC đầu tiên: Ông đã nói gì? - BeInCrypto,https://news.google.com/rss/articles/CBMinwFBVV95cUxPSjRVSmxFQ0k5V0NQaWlVdGc3bEdhcl9vQXh0U0FOelRXMXYxTjE4a1NhYS0yd1BMWm9NWlNUT0hXSUpxZzBLX05XdFk5YVVWckk4aUlYZDM4bU5iWm9VZHFLT0E0WFYzZTlQeU40dEh1LXJVbU1Ud0hJcTNhNEtYOVIwdVFXUTdQMTNVVlMydUFQbEtJNnBjd0p3MnZ4VTA?oc=5,2026-06-18,2026-06-18,google_news_rss:unknown,,Kevin Warsh khiến Bitcoin và vàng giảm giá trong buổi họp báo FOMC đầu tiên: Ông đã nói gì? - BeInCrypto,"Kevin Warsh đã tổ chức buổi họp báo đầu tiên với vai trò Chủ tịch Fed vào ngày 17/06/2026.

Giá vàng và Bitcoin đã lao dốc khi buổi ra mắt của Warsh mang đến những phát biểu không có lợi cho các tài sản rủi ro.

Hiệu suất giá vàng và Bitcoin. Nguồn: TradingView
Được tài trợ
Được tài trợ

Theo dõi chúng tôi trên X để cập nhật tin tức mới nhất ngay khi chúng diễn ra

Những điểm nổi bật của thị trường trong lần đầu FOMC của Warsh

Sau quyết định giữ nguyên lãi suất, những điểm đáng chú ý từ buổi họ",Fed FOMC quyết định vàng,2
2026-06-18,gold_price_move,domestic_vietnam,medium,safe_haven_buy,"Giá vàng hôm nay 18/6: Vàng trong nước ""chạm trần"" khiến nhà đầu tư đứng ngồi không yên - Phụ Nữ Today",https://news.google.com/rss/articles/CBMiuwFBVV95cUxNVFpkREtRNlVYdWlGankzWms5NXBkTXpNRTJxUk8zaXJaUGlXUG5fX3N4TkstNlBOS0RuSWNYM3lQYlZ5NEozcUpXWVgwSnN5NWNFYnEyUGMxTVFtUWJVLVFvcW9qRjNBeF9aZXkzS1d6REFVMFh4c1Uwb2R3aWptZzJ0U1lHS3Y5REE0ZlVGeDlFTnBwUTJ1aUpZV1hsQ19mM2F1REdpTkpJVmZ6NElSWGdGd2wtbTdLeVlJ?oc=5,2026-06-18,2026-06-18,google_news_rss:unknown,,"Giá vàng hôm nay 18/6: Vàng trong nước ""chạm trần"" khiến nhà đầu tư đứng ngồi không yên - Phụ Nữ Today","Giá vàng hôm nay 18/6: Vàng trong nước ""chạm trần"" khiến nhà đầu tư đứng ngồi không yên
08:22, Thứ năm 18/06/2026

( PHUNUTODAY ) - Thị trường vàng hôm nay (18/6/2026) đang chứng kiến sự giằng co dữ dội. Trong khi vàng thế giới chững lại sau chuỗi ngày tăng nóng, vàng trong nước lại tiếp tục thiết lập mặt bằng giá mới khiến giới đầu tư đứng ngồi không yên trước thềm cuộc họp quan trọng của Fed.

Bảng giá vàng 9999 24K 18K SJC DOJI PNJ hôm nay 17/6/2026

Giá vàng hôm nay 17/6: SJC bật tăng ""nóng""",Fed FOMC quyết định vàng,2
2026-06-18,geopolitical,global,high,safe_haven_buy,Giá vàng phục hồi sau thỏa thuận hòa bình tạm thời Mỹ - Iran - bnews.vn,https://news.google.com/rss/articles/CBMikAFBVV95cUxQbDVGMGxPUkRJWm00OUs3Uk5yeTc0cHZfbkRiQlpoWVNicGFJN2JJUkttdkJ0QVViMnFQaFVsUnRwOFRXTVpYMmZaZmhTX1l5V3U4a0xDa1FRVG8zd1NjcjZlX2dPVk1zRTNyV0VOSlRXaENndF8wRnZoY0UwRTRJa2k0V0NoMTI4ZUVWeVE3ZFM?oc=5,2026-06-18,2026-06-18,google_news_rss:unknown,,Giá vàng phục hồi sau thỏa thuận hòa bình tạm thời Mỹ - Iran - bnews.vn,"Loạt ‘ông lớn’ Hàn Quốc xây thêm nhà máy tại Việt Nam

Nhà máy linh kiện điện thoại Dowoo Insys mới đây đã chính thức khởi công xây dựng nhà máy sản xuất thứ hai tại Việt Nam nhằm mở rộng năng lực cung ứng kính siêu mỏng (UTG – Ultra Thin Glass), đón đầu làn sóng tăng trưởng của thị trường thiết bị màn hình gập. 

Theo vnexpress.net
Ra mắt tháp văn phòng IFC Hanoi tại Tây Hồ Tây

Tòa văn phòng IFC Hanoi mới ra mắt có quy mô 83.000 m2, thuộc tổ hợp đa chức năng gồm văn phòng hạng A, thương mại bá",lạm phát vàng Mỹ,2
2026-06-18,gold_price_down,domestic_vietnam,high,premium_drop,Thị trường chao đảo khi giá vàng rơi thẳng đứng xuống dưới 150 triệu đồng/lượng - Vietnam+ (VietnamPlus),https://news.google.com/rss/articles/CBMivgFBVV95cUxNWS1NMk0wYjR3WUI1cXFxYnpUMVliS0ZKbURDdUxOOUtNeDNib0I3T0ZWQVU3amZHY0FtZ2xQdjd1VUhRdjRoVjZJeUUtUFUyZF8xZFFHcjZIbWhjejBLRXd3cHJGUnhFZGU5UDdCNldPeHg4S0gzYXFGbjBQOUUtUTRKVmlfN29LR1BsZjk0T1BhaFBWWTVrTDNfTjJSX2JaemU2OW1CZ19IZ3VrbjFGWWRnZkpJVHBRN012UmhR?oc,2026-06-18,2026-06-18,google_news_rss:unknown,,Thị trường chao đảo khi giá vàng rơi thẳng đứng xuống dưới 150 triệu đồng/lượng - Vietnam+ (VietnamPlus),"Hoàn lưu từ siêu bão Ba Vì tác động ra sao đến vùng Biển Đông nước ta?

Vào lúc 7 giờ sáng ngày 10/7, siêu bão Ba Vì đã giảm hai cấp xuống còn cấp 14, hiện cách đảo Đài Loan khoảng 650km và di chuyển với tốc độ 25km/h theo hướng Tây Bắc.

NGHE",quân đội Israel Iran vàng,2
2026-06-18,fx_shock,domestic_vietnam,medium,fx_pass_through,"Tỷ giá USD/VND hôm nay 18/6: DXY tăng dữ dội sau khi Fed giữ nguyên lãi suất - Báo và Phát thanh, Truyền hình Lạng Sơn",https://news.google.com/rss/articles/CBMisgFBVV95cUxQVkRjamhrVjFGN1FPMzNROUlMZ2dhSDZyczZzVElINjlXZWxvM2tyQVYybXNuY2VCc0NLczV2Q3lKTFdxR2g5QU9kOS12RkJIUV82TTlQd2J3V0FJdjBYckIyR2czb0ltLW5hT19IN054VnNtSXlGZFNxWmVjX0JzNXpmRVlqcS1UekxfZTlRQnB3R2loV1VZQ3BYaTN3VkpVekg3NW9jR0JmSnI0a3YzdFJB?oc=5,2026-06-18,2026-06-18,google_news_rss:unknown,,"Tỷ giá USD/VND hôm nay 18/6: DXY tăng dữ dội sau khi Fed giữ nguyên lãi suất - Báo và Phát thanh, Truyền hình Lạng Sơn","Điện thoại : (0205) 3812 595 - E-mail: bientaplangsontv@gmail.com
Giới thiệu
Liên hệ
Góp ý
BÁO VÀ PHÁT THANH, TRUYỀN HÌNH LẠNG SƠN
 TRANG CHỦ
TIN TỨC
TRUYỀN HÌNH
PHÁT THANH
THÔNG TIN LSTV
CA NHẠC
QUẢNG CÁO
KINH TẾ
Tỷ giá USD/VND hôm nay 18/6: DXY tăng dữ dội sau khi Fed giữ nguyên lãi suất
Thứ 5, 18.06.2026 | 17:17:10  249 lượt xem

Tỷ giá USD/VND hôm nay 18/6: Trên thị trường quốc tế, chỉ số DXY tăng mạnh so với rổ tiền tệ chủ chốt, khi thị trường đã chuyển sang đặt cược rằng Fed sẽ tăng lãi su",tỷ giá USD VND hôm nay,1
2026-06-18,news_other,global,low,unknown,"Bốc hơi gần 30% giá trị từ đỉnh lịch sử, vàng SJC khiến nhà đầu tư ôm khoản lỗ nặng nề - Báo Pháp Luật Việt Nam",https://news.google.com/rss/articles/CBMivwFBVV95cUxQWWJ6N213aExoME1lVmo0eU5KZlU2dE5FOHM0ZTZqaF9fWlJibzZ0SXhlMWdOd21TQ201UG1QT01Iel9rODhUVTZnQnlKd1MwaEt2LTZBcW5JY2EyN25ER3J6SGNJWkhVblJpblVPWk9ndXQtRVl1OGlCb0djYnY2eE9XNm9zNmJJSVJCZklUb0paX1JSTkJZRVRORjNhM25HU0szVEpDX2NKLUJpZ0JnTVd6dHpicEpnOGhKdjJoUQ?,2026-06-18,2026-06-18,google_news_rss:unknown,,"Bốc hơi gần 30% giá trị từ đỉnh lịch sử, vàng SJC khiến nhà đầu tư ôm khoản lỗ nặng nề - Báo Pháp Luật Việt Nam","Bốc hơi gần 30% giá trị từ đỉnh lịch sử, vàng SJC khiến nhà đầu tư ôm khoản lỗ nặng nề
Khánh Linh
Từ mức đỉnh lịch sử hơn 190 triệu đồng/lượng thiết lập hồi đầu năm 2026, giá vàng SJC đã trượt dốc không phanh xuống mốc 136 triệu đồng/lượng vào giữa tháng 6. Cú lao dốc này không chỉ khiến những người mua vùng giá cao chịu mức lỗ lớn, mà còn đặt ra dấu hỏi về vai trò trú ẩn an toàn tuyệt đối của kim loại quý.

Thực tế khắc nghiệt từ những con số

Thị trường vàng hiện tại đang ghi nhận một thực tế ",giá vàng đỉnh lịch sử,2
2026-06-18,news_other,global,low,unknown,Nhập siêu gần 14 tỷ USD: Điều gì đang thực sự diễn ra với nền kinh tế Việt Nam? - nguoiquansat.vn,https://news.google.com/rss/articles/CBMiswFBVV95cUxPOFc3VWd3bUJwbFF0dzk2U1FGZXdid0dmcHlvR3kzZXJveFR0NmUwclhCcVI3el9vdzRzTHdyblNNUDRSa1lZazhhWGZnZVJJM3kxZ0tnWTlEYndZM202RThZNE1YR3ZGelhNVVZkdE1CVjdFZ0EyUDR6UHV2SExtd3Qtcm05WnZmSTNMX0tzWng5Y3RjS3hWZXRFd1VVTjJXemJEQ25ZRUZRUXRkTUN3cFQyWQ?oc=5,2026-06-18,2026-06-18,google_news_rss:unknown,,Nhập siêu gần 14 tỷ USD: Điều gì đang thực sự diễn ra với nền kinh tế Việt Nam? - nguoiquansat.vn,"Nhập siêu gần 14 tỷ USD: Điều gì đang thực sự diễn ra với nền kinh tế Việt Nam?
Khúc Văn • 18/06/2026 12:35

Phần lớn mức tăng nhập khẩu đến từ máy móc, thiết bị, linh kiện điện tử và nguyên liệu phục vụ các dự án đầu tư, sản xuất quy mô lớn, cho thấy dòng vốn vẫn đang chảy vào mở rộng năng lực sản xuất và chuẩn bị cho tăng trưởng trong những năm tới.

Nhiều tập đoàn lớn nhập khẩu máy móc

Tại buổi gặp mặt báo chí, ông Lê Trung Hiếu, Phó Cục trưởng Cục Thống kê cho biết, sau nhiều năm duy trì tr",vàng nhập siêu,0
2026-06-18,gold_price_move,domestic_vietnam,medium,safe_haven_buy,Dự báo giá vàng ngày mai 19/6: Giá vàng duy trì trạng thái giằng co - Tạp chí Doanh nghiệp và Hội nhập,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOWUJQalhaLXRIZFE2MTl2TzhDY05PbTFDSXZYNG5SOWVBNWlVSlE3SW0zN1dmaE1CNTR1ZVVBcDI1aGZDcHhmdzlPa2xNNkwzYUdUeUx1VEdpQ1JobENueFNkNXVVME5pUFZDeXRpZ0VzMTRCZWVCcEl5dVJlclk4UE5IRDBKVThLN09oaUhXck9NS3dDcDVsd3FKV21DOU9sRFV6WC1ZWFd6T1E?oc=5,2026-06-18,2026-06-18,google_news_rss:unknown,,Dự báo giá vàng ngày mai 19/6: Giá vàng duy trì trạng thái giằng co - Tạp chí Doanh nghiệp và Hội nhập,"Thứ bảy 11/07/2026 17:23
 Hotline: 024.355.63.010
 Email: banbientap.dnhn@gmail.com
   
English
Giá vàng hôm nay 11/7: Vàng trong nước tăng mạnh, SJC áp sát 150 triệu đồng/lượng	Tỷ giá USD hôm nay 11/7: Đồng USD đi ngang, thị trường dõi theo căng thẳng Trung Đông	Giá cà phê hôm nay 11/7/2026: Bật tăng hơn 6.000 đồng/kg, tiến sát mốc 100.000 đồng	Giá bạc hôm nay 11/7/2026: Bạc tăng mạnh, thế giới lên 60,2 USD/ounce
THỊ TRƯỜNG
HÀNG HOÁ
TRONG NƯỚC
QUỐC TẾ
CƠ HỘI GIAO THƯƠNG
GIÁ CẢ
Dự báo giá vàng n",vàng ngày mai dự báo,2
2026-06-18,gold_price_down,domestic_vietnam,medium,premium_drop,"Giá vàng hôm nay 18.6: Thế giới mất 55 USD/ounce, SJC giảm theo - Báo Văn Hóa",https://news.google.com/rss/articles/CBMiogFBVV95cUxQbmNUdHMtbUg5cHFLMmxQMGZVYVdfZnN1V2hjcThyWDV0d1JUeEJtRUUtR21jVzJLeHA3ZGlRQjNaak5HemZKWXlXQnBsTmZvdjIwRGthOEtHQmVpdTZRcE0ya2hDUzV2Q1BFb1NTcXpFWUFFaEFkNjd2elBjVjktMGlZb1RoV29fdlVYRXJKS2J2MHdTTW00OHU3Wjhndms1ZGc?oc=5,2026-06-18,2026-06-18,google_news_rss:unknown,,"Giá vàng hôm nay 18.6: Thế giới mất 55 USD/ounce, SJC giảm theo - Báo Văn Hóa","Thứ bảy, 11/07/2026 17:29
HOTLINE: 024.38220036 LIÊN HỆ QUẢNG CÁO
Chính trị
Văn hóa
Báo chí
Xuất bản
Thể thao
Du lịch
Gia đình
Nghệ thuật
Giải trí
Đời sống
Kinh tế
Dân tộc - Tôn giáo
Chuyên đề
Pháp luật
Bạn đọc
Nhịp sống số
Xe
Thế giới
Multimedia
TRANG CHỦ
>
KINH TẾ
Giá vàng hôm nay 18.6: Thế giới mất 55 USD/ounce, SJC giảm theo
HÙNG NGUYỄN 18/06/2026 08:13
Theo dõi Báo Văn Hóa trên 
VHO - Giá vàng sáng 18.6 giảm nhẹ sau chuỗi tăng nóng, SJC còn 148,8 - 151,3 triệu đồng/lượng, trong khi vàng thế",xu hướng giá vàng,2
2026-06-18,policy_rate_global,global,high,safe_haven_buy,WGC: Nhiều ngân hàng trung ương đưa vàng dự trữ về nước - VnExpress,https://news.google.com/rss/articles/CBMikwFBVV95cUxNUk02Mzl0Z185ZTlpZ3ZNb2tBLU0wcVVfeHBBUEFLVXBoNXNRVXZiOEVLc256NVBqSXZ5QXVWN3Q3MHdqa0NyTlBNdl8zZDEtWHNYTFl1X0RKX0ZUTmlickQ3bGhVMXVfeXZRYk9iXzdGN1hLc1ZLRDRrN3pBaGd5VnBuMzhiRk1KSUhLR1NxQjJjNDA?oc=5,2026-06-18,2026-06-18,google_news_rss:unknown,,WGC: Nhiều ngân hàng trung ương đưa vàng dự trữ về nước - VnExpress,,ngân hàng vàng,2
